step,loss,width,lr,wd,seed,param_type
0,10.477562427520752,768,0.00391,4.2608,1,mup
10,8.004486322402954,768,0.00391,4.2608,1,mup
20,7.860656261444092,768,0.00391,4.2608,1,mup
30,8.064538478851318,768,0.00391,4.2608,1,mup
40,8.198488712310791,768,0.00391,4.2608,1,mup
50,7.674583196640015,768,0.00391,4.2608,1,mup
60,9.405354022979736,768,0.00391,4.2608,1,mup
70,8.041241884231567,768,0.00391,4.2608,1,mup
80,7.663245677947998,768,0.00391,4.2608,1,mup
90,7.7524566650390625,768,0.00391,4.2608,1,mup
100,7.682270050048828,768,0.00391,4.2608,1,mup
110,7.503112077713013,768,0.00391,4.2608,1,mup
120,7.6107494831085205,768,0.00391,4.2608,1,mup
130,8.28890061378479,768,0.00391,4.2608,1,mup
140,7.705869197845459,768,0.00391,4.2608,1,mup
150,7.847884654998779,768,0.00391,4.2608,1,mup
160,7.62952995300293,768,0.00391,4.2608,1,mup
170,7.248195648193359,768,0.00391,4.2608,1,mup
180,7.7928314208984375,768,0.00391,4.2608,1,mup
190,7.403969764709473,768,0.00391,4.2608,1,mup
200,7.537336349487305,768,0.00391,4.2608,1,mup
210,7.631133556365967,768,0.00391,4.2608,1,mup
220,7.62669038772583,768,0.00391,4.2608,1,mup
230,7.3776984214782715,768,0.00391,4.2608,1,mup
240,7.446046829223633,768,0.00391,4.2608,1,mup
250,7.712169170379639,768,0.00391,4.2608,1,mup
260,7.418920040130615,768,0.00391,4.2608,1,mup
270,7.327680587768555,768,0.00391,4.2608,1,mup
280,7.702808618545532,768,0.00391,4.2608,1,mup
290,7.292427062988281,768,0.00391,4.2608,1,mup
300,7.414249420166016,768,0.00391,4.2608,1,mup
310,7.233922719955444,768,0.00391,4.2608,1,mup
320,7.381992816925049,768,0.00391,4.2608,1,mup
330,7.406664133071899,768,0.00391,4.2608,1,mup
340,7.262095928192139,768,0.00391,4.2608,1,mup
350,7.4935712814331055,768,0.00391,4.2608,1,mup
360,7.468966484069824,768,0.00391,4.2608,1,mup
370,7.256439685821533,768,0.00391,4.2608,1,mup
380,7.300636053085327,768,0.00391,4.2608,1,mup
390,7.511065721511841,768,0.00391,4.2608,1,mup
400,7.5104498863220215,768,0.00391,4.2608,1,mup
410,7.148446083068848,768,0.00391,4.2608,1,mup
420,7.335828065872192,768,0.00391,4.2608,1,mup
430,7.291693925857544,768,0.00391,4.2608,1,mup
440,7.417728424072266,768,0.00391,4.2608,1,mup
450,7.217009782791138,768,0.00391,4.2608,1,mup
460,7.269842147827148,768,0.00391,4.2608,1,mup
