step,loss,width,lr,wd,seed,param_type
0,9.937366962432861,1024,0.00781,1.55276,0,mup
10,8.56502366065979,1024,0.00781,1.55276,0,mup
20,8.792520761489868,1024,0.00781,1.55276,0,mup
30,8.484594583511353,1024,0.00781,1.55276,0,mup
40,8.245699167251587,1024,0.00781,1.55276,0,mup
50,8.11217737197876,1024,0.00781,1.55276,0,mup
60,8.257883548736572,1024,0.00781,1.55276,0,mup
70,7.839007616043091,1024,0.00781,1.55276,0,mup
80,7.8510918617248535,1024,0.00781,1.55276,0,mup
90,7.993700265884399,1024,0.00781,1.55276,0,mup
100,7.884860515594482,1024,0.00781,1.55276,0,mup
110,7.506414413452148,1024,0.00781,1.55276,0,mup
120,7.829839468002319,1024,0.00781,1.55276,0,mup
130,7.531424045562744,1024,0.00781,1.55276,0,mup
140,7.752317190170288,1024,0.00781,1.55276,0,mup
150,7.520228862762451,1024,0.00781,1.55276,0,mup
160,7.521107196807861,1024,0.00781,1.55276,0,mup
170,7.932630300521851,1024,0.00781,1.55276,0,mup
180,7.681782245635986,1024,0.00781,1.55276,0,mup
190,7.578274726867676,1024,0.00781,1.55276,0,mup
200,7.587043762207031,1024,0.00781,1.55276,0,mup
210,7.735612392425537,1024,0.00781,1.55276,0,mup
220,7.401549339294434,1024,0.00781,1.55276,0,mup
230,7.573998928070068,1024,0.00781,1.55276,0,mup
240,7.4535698890686035,1024,0.00781,1.55276,0,mup
250,7.1752166748046875,1024,0.00781,1.55276,0,mup
260,7.278152704238892,1024,0.00781,1.55276,0,mup
270,7.3297340869903564,1024,0.00781,1.55276,0,mup
280,6.95533561706543,1024,0.00781,1.55276,0,mup
290,7.234412670135498,1024,0.00781,1.55276,0,mup
300,7.025997161865234,1024,0.00781,1.55276,0,mup
310,7.369314193725586,1024,0.00781,1.55276,0,mup
320,7.252361297607422,1024,0.00781,1.55276,0,mup
330,7.191030979156494,1024,0.00781,1.55276,0,mup
340,6.91298246383667,1024,0.00781,1.55276,0,mup
350,7.144965648651123,1024,0.00781,1.55276,0,mup
360,7.2191784381866455,1024,0.00781,1.55276,0,mup
370,6.881220817565918,1024,0.00781,1.55276,0,mup
380,6.876283407211304,1024,0.00781,1.55276,0,mup
390,7.190479516983032,1024,0.00781,1.55276,0,mup
400,6.700191020965576,1024,0.00781,1.55276,0,mup
410,7.290241241455078,1024,0.00781,1.55276,0,mup
420,7.104680299758911,1024,0.00781,1.55276,0,mup
430,6.91094970703125,1024,0.00781,1.55276,0,mup
440,6.9233622550964355,1024,0.00781,1.55276,0,mup
450,7.051159143447876,1024,0.00781,1.55276,0,mup
460,7.174808979034424,1024,0.00781,1.55276,0,mup
470,7.023202657699585,1024,0.00781,1.55276,0,mup
480,7.01000189781189,1024,0.00781,1.55276,0,mup
490,7.085708856582642,1024,0.00781,1.55276,0,mup
500,7.0379533767700195,1024,0.00781,1.55276,0,mup
510,7.177995443344116,1024,0.00781,1.55276,0,mup
520,7.471303939819336,1024,0.00781,1.55276,0,mup
530,6.710254669189453,1024,0.00781,1.55276,0,mup
540,7.090763568878174,1024,0.00781,1.55276,0,mup
550,7.608302593231201,1024,0.00781,1.55276,0,mup
560,6.954465866088867,1024,0.00781,1.55276,0,mup
570,6.786221981048584,1024,0.00781,1.55276,0,mup
580,6.895799160003662,1024,0.00781,1.55276,0,mup
590,7.715957164764404,1024,0.00781,1.55276,0,mup
600,6.967464208602905,1024,0.00781,1.55276,0,mup
610,6.846909999847412,1024,0.00781,1.55276,0,mup
620,7.1311869621276855,1024,0.00781,1.55276,0,mup
630,6.825839281082153,1024,0.00781,1.55276,0,mup
640,6.896897792816162,1024,0.00781,1.55276,0,mup
650,6.8917787075042725,1024,0.00781,1.55276,0,mup
660,6.8240625858306885,1024,0.00781,1.55276,0,mup
670,6.927582263946533,1024,0.00781,1.55276,0,mup
680,7.050125598907471,1024,0.00781,1.55276,0,mup
690,7.0795204639434814,1024,0.00781,1.55276,0,mup
700,6.948631525039673,1024,0.00781,1.55276,0,mup
710,7.1690003871917725,1024,0.00781,1.55276,0,mup
720,7.068493366241455,1024,0.00781,1.55276,0,mup
730,6.82621693611145,1024,0.00781,1.55276,0,mup
740,6.929115056991577,1024,0.00781,1.55276,0,mup
750,6.8381452560424805,1024,0.00781,1.55276,0,mup
760,6.618331432342529,1024,0.00781,1.55276,0,mup
770,6.607189178466797,1024,0.00781,1.55276,0,mup
780,6.606788635253906,1024,0.00781,1.55276,0,mup
790,7.0925517082214355,1024,0.00781,1.55276,0,mup
800,7.083475112915039,1024,0.00781,1.55276,0,mup
810,6.655097723007202,1024,0.00781,1.55276,0,mup
820,6.7402567863464355,1024,0.00781,1.55276,0,mup
830,6.677802801132202,1024,0.00781,1.55276,0,mup
840,6.859748840332031,1024,0.00781,1.55276,0,mup
850,6.723326683044434,1024,0.00781,1.55276,0,mup
860,6.828113794326782,1024,0.00781,1.55276,0,mup
870,6.55251932144165,1024,0.00781,1.55276,0,mup
880,7.566198348999023,1024,0.00781,1.55276,0,mup
890,7.358852863311768,1024,0.00781,1.55276,0,mup
900,7.265349626541138,1024,0.00781,1.55276,0,mup
