step,loss,width,lr,wd,seed,param_type
0,10.389704704284668,2048,0.00391,1.53708,0,mup
10,7.894419193267822,2048,0.00391,1.53708,0,mup
20,8.190412044525146,2048,0.00391,1.53708,0,mup
30,7.771405935287476,2048,0.00391,1.53708,0,mup
40,8.19196343421936,2048,0.00391,1.53708,0,mup
50,7.9039177894592285,2048,0.00391,1.53708,0,mup
60,8.21282958984375,2048,0.00391,1.53708,0,mup
70,7.857574939727783,2048,0.00391,1.53708,0,mup
80,7.6490278244018555,2048,0.00391,1.53708,0,mup
90,7.7093939781188965,2048,0.00391,1.53708,0,mup
100,8.1787748336792,2048,0.00391,1.53708,0,mup
110,7.6713080406188965,2048,0.00391,1.53708,0,mup
120,7.56492018699646,2048,0.00391,1.53708,0,mup
130,7.6694183349609375,2048,0.00391,1.53708,0,mup
140,7.79843544960022,2048,0.00391,1.53708,0,mup
150,7.453542709350586,2048,0.00391,1.53708,0,mup
160,7.649317502975464,2048,0.00391,1.53708,0,mup
170,7.882155418395996,2048,0.00391,1.53708,0,mup
180,7.594837188720703,2048,0.00391,1.53708,0,mup
190,8.12744951248169,2048,0.00391,1.53708,0,mup
200,7.545639753341675,2048,0.00391,1.53708,0,mup
210,7.356420993804932,2048,0.00391,1.53708,0,mup
220,7.269497394561768,2048,0.00391,1.53708,0,mup
230,7.505065441131592,2048,0.00391,1.53708,0,mup
240,6.920436859130859,2048,0.00391,1.53708,0,mup
250,6.986375570297241,2048,0.00391,1.53708,0,mup
260,6.914689779281616,2048,0.00391,1.53708,0,mup
270,6.979675054550171,2048,0.00391,1.53708,0,mup
280,7.714975833892822,2048,0.00391,1.53708,0,mup
290,6.732606410980225,2048,0.00391,1.53708,0,mup
300,7.196455478668213,2048,0.00391,1.53708,0,mup
310,7.070167779922485,2048,0.00391,1.53708,0,mup
320,7.425891637802124,2048,0.00391,1.53708,0,mup
330,6.596534729003906,2048,0.00391,1.53708,0,mup
340,7.296051979064941,2048,0.00391,1.53708,0,mup
350,7.001280069351196,2048,0.00391,1.53708,0,mup
360,7.254256725311279,2048,0.00391,1.53708,0,mup
370,6.9989848136901855,2048,0.00391,1.53708,0,mup
380,7.085100889205933,2048,0.00391,1.53708,0,mup
390,6.818708896636963,2048,0.00391,1.53708,0,mup
400,7.072995901107788,2048,0.00391,1.53708,0,mup
410,6.6544575691223145,2048,0.00391,1.53708,0,mup
420,7.038416862487793,2048,0.00391,1.53708,0,mup
430,6.746690511703491,2048,0.00391,1.53708,0,mup
440,6.9763569831848145,2048,0.00391,1.53708,0,mup
450,6.61358642578125,2048,0.00391,1.53708,0,mup
460,6.688887119293213,2048,0.00391,1.53708,0,mup
470,6.9276509284973145,2048,0.00391,1.53708,0,mup
480,6.724521160125732,2048,0.00391,1.53708,0,mup
490,6.829150199890137,2048,0.00391,1.53708,0,mup
500,6.738965749740601,2048,0.00391,1.53708,0,mup
510,6.579949378967285,2048,0.00391,1.53708,0,mup
520,6.702673673629761,2048,0.00391,1.53708,0,mup
530,6.590431451797485,2048,0.00391,1.53708,0,mup
540,6.628986597061157,2048,0.00391,1.53708,0,mup
550,6.852230072021484,2048,0.00391,1.53708,0,mup
560,6.851547718048096,2048,0.00391,1.53708,0,mup
570,6.531981468200684,2048,0.00391,1.53708,0,mup
580,6.368528366088867,2048,0.00391,1.53708,0,mup
590,6.50833797454834,2048,0.00391,1.53708,0,mup
600,6.614921808242798,2048,0.00391,1.53708,0,mup
610,6.735506772994995,2048,0.00391,1.53708,0,mup
620,6.918176651000977,2048,0.00391,1.53708,0,mup
630,6.34055757522583,2048,0.00391,1.53708,0,mup
640,7.064808368682861,2048,0.00391,1.53708,0,mup
650,6.854522466659546,2048,0.00391,1.53708,0,mup
660,7.022089004516602,2048,0.00391,1.53708,0,mup
670,7.163821220397949,2048,0.00391,1.53708,0,mup
680,6.627734184265137,2048,0.00391,1.53708,0,mup
690,6.773759365081787,2048,0.00391,1.53708,0,mup
700,7.233890533447266,2048,0.00391,1.53708,0,mup
710,6.38889741897583,2048,0.00391,1.53708,0,mup
720,6.806399345397949,2048,0.00391,1.53708,0,mup
730,6.427379608154297,2048,0.00391,1.53708,0,mup
740,6.628919363021851,2048,0.00391,1.53708,0,mup
750,6.739464282989502,2048,0.00391,1.53708,0,mup
760,6.943714141845703,2048,0.00391,1.53708,0,mup
770,6.604996204376221,2048,0.00391,1.53708,0,mup
780,6.31814432144165,2048,0.00391,1.53708,0,mup
790,6.837961435317993,2048,0.00391,1.53708,0,mup
800,6.7565202713012695,2048,0.00391,1.53708,0,mup
810,6.328481912612915,2048,0.00391,1.53708,0,mup
820,6.502746105194092,2048,0.00391,1.53708,0,mup
830,6.701091527938843,2048,0.00391,1.53708,0,mup
840,6.490207672119141,2048,0.00391,1.53708,0,mup
850,6.654216527938843,2048,0.00391,1.53708,0,mup
860,6.653955459594727,2048,0.00391,1.53708,0,mup
870,6.5278565883636475,2048,0.00391,1.53708,0,mup
880,6.570970773696899,2048,0.00391,1.53708,0,mup
890,7.063957214355469,2048,0.00391,1.53708,0,mup
900,6.821129322052002,2048,0.00391,1.53708,0,mup
910,6.696315765380859,2048,0.00391,1.53708,0,mup
920,6.506378173828125,2048,0.00391,1.53708,0,mup
930,6.69167160987854,2048,0.00391,1.53708,0,mup
940,6.7368550300598145,2048,0.00391,1.53708,0,mup
950,6.728535175323486,2048,0.00391,1.53708,0,mup
960,6.672065734863281,2048,0.00391,1.53708,0,mup
970,6.814767837524414,2048,0.00391,1.53708,0,mup
980,6.265680313110352,2048,0.00391,1.53708,0,mup
990,6.377456188201904,2048,0.00391,1.53708,0,mup
1000,6.296505689620972,2048,0.00391,1.53708,0,mup
1010,6.4338226318359375,2048,0.00391,1.53708,0,mup
1020,6.508121967315674,2048,0.00391,1.53708,0,mup
1030,6.542618036270142,2048,0.00391,1.53708,0,mup
1040,6.378353118896484,2048,0.00391,1.53708,0,mup
1050,6.867952823638916,2048,0.00391,1.53708,0,mup
1060,6.2699432373046875,2048,0.00391,1.53708,0,mup
1070,6.4077372550964355,2048,0.00391,1.53708,0,mup
1080,6.528827905654907,2048,0.00391,1.53708,0,mup
1090,6.582080841064453,2048,0.00391,1.53708,0,mup
1100,6.634552001953125,2048,0.00391,1.53708,0,mup
1110,6.7328174114227295,2048,0.00391,1.53708,0,mup
1120,6.670149564743042,2048,0.00391,1.53708,0,mup
1130,6.265525817871094,2048,0.00391,1.53708,0,mup
1140,6.460558891296387,2048,0.00391,1.53708,0,mup
1150,6.556975364685059,2048,0.00391,1.53708,0,mup
1160,6.594513416290283,2048,0.00391,1.53708,0,mup
1170,6.474485635757446,2048,0.00391,1.53708,0,mup
1180,6.4131739139556885,2048,0.00391,1.53708,0,mup
1190,6.361825704574585,2048,0.00391,1.53708,0,mup
1200,6.894136905670166,2048,0.00391,1.53708,0,mup
1210,6.7941813468933105,2048,0.00391,1.53708,0,mup
1220,6.543610095977783,2048,0.00391,1.53708,0,mup
1230,6.792112827301025,2048,0.00391,1.53708,0,mup
1240,6.604545593261719,2048,0.00391,1.53708,0,mup
