step,loss,width,lr,wd,seed,param_type
0,0.17962658777832985,2048,0.00195,3.08204,2,mup
10,2.3019964601189713e-06,2048,0.00195,3.08204,2,mup
20,5.960463909104874e-07,2048,0.00195,3.08204,2,mup
30,1.1920928244535389e-07,2048,0.00195,3.08204,2,mup
40,0.0,2048,0.00195,3.08204,2,mup
50,0.0,2048,0.00195,3.08204,2,mup
60,0.0,2048,0.00195,3.08204,2,mup
70,0.0,2048,0.00195,3.08204,2,mup
80,0.0,2048,0.00195,3.08204,2,mup
90,0.0,2048,0.00195,3.08204,2,mup
100,0.0,2048,0.00195,3.08204,2,mup
110,0.0,2048,0.00195,3.08204,2,mup
120,0.0,2048,0.00195,3.08204,2,mup
130,0.0,2048,0.00195,3.08204,2,mup
140,1.1909287422895432e-07,2048,0.00195,3.08204,2,mup
150,2.379529107088274e-07,2048,0.00195,3.08204,2,mup
160,4.565808637835289e-07,2048,0.00195,3.08204,2,mup
170,5.959300040103699e-07,2048,0.00195,3.08204,2,mup
180,1.2813833620839432e-06,2048,0.00195,3.08204,2,mup
190,2.5199259425789933e-06,2048,0.00195,3.08204,2,mup
200,3.619119297582074e-06,2048,0.00195,3.08204,2,mup
210,6.904935162310721e-06,2048,0.00195,3.08204,2,mup
220,1.3027961813349975e-05,2048,0.00195,3.08204,2,mup
230,1.74372016772395e-05,2048,0.00195,3.08204,2,mup
240,2.9487770007108338e-05,2048,0.00195,3.08204,2,mup
250,4.314561465434963e-05,2048,0.00195,3.08204,2,mup
260,4.893333243671805e-05,2048,0.00195,3.08204,2,mup
270,5.3844396461499855e-05,2048,0.00195,3.08204,2,mup
280,4.943888234265614e-05,2048,0.00195,3.08204,2,mup
290,4.511340830504196e-05,2048,0.00195,3.08204,2,mup
300,3.558976277417969e-05,2048,0.00195,3.08204,2,mup
310,2.76904902420938e-05,2048,0.00195,3.08204,2,mup
320,2.4672863219166175e-05,2048,0.00195,3.08204,2,mup
330,2.0264533304725774e-05,2048,0.00195,3.08204,2,mup
340,1.7589232811587863e-05,2048,0.00195,3.08204,2,mup
350,1.674361828918336e-05,2048,0.00195,3.08204,2,mup
360,1.5817434359632898e-05,2048,0.00195,3.08204,2,mup
370,1.56012620209367e-05,2048,0.00195,3.08204,2,mup
380,1.567458730278304e-05,2048,0.00195,3.08204,2,mup
390,1.6137799320858903e-05,2048,0.00195,3.08204,2,mup
400,1.6837565453897696e-05,2048,0.00195,3.08204,2,mup
410,1.724222420307342e-05,2048,0.00195,3.08204,2,mup
420,1.8130332136934157e-05,2048,0.00195,3.08204,2,mup
430,1.9032304862776073e-05,2048,0.00195,3.08204,2,mup
440,1.944171526702121e-05,2048,0.00195,3.08204,2,mup
450,2.0293404759286204e-05,2048,0.00195,3.08204,2,mup
460,2.1222049781499663e-05,2048,0.00195,3.08204,2,mup
470,2.176874113501981e-05,2048,0.00195,3.08204,2,mup
480,2.2929593797016423e-05,2048,0.00195,3.08204,2,mup
490,2.3848217097111046e-05,2048,0.00195,3.08204,2,mup
500,2.4082321033347398e-05,2048,0.00195,3.08204,2,mup
510,2.344099630136043e-05,2048,0.00195,3.08204,2,mup
520,2.1156624825380277e-05,2048,0.00195,3.08204,2,mup
530,1.9601320673245937e-05,2048,0.00195,3.08204,2,mup
540,1.6363878785341512e-05,2048,0.00195,3.08204,2,mup
550,1.3576625860878266e-05,2048,0.00195,3.08204,2,mup
560,1.2444605090422556e-05,2048,0.00195,3.08204,2,mup
570,1.0609951914375415e-05,2048,0.00195,3.08204,2,mup
580,9.299106295657111e-06,2048,0.00195,3.08204,2,mup
