step,loss,width,lr,wd,seed,param_type
0,3.062150716781616,1024,0.00098,12.37458,0,mup
10,0.8634790778160095,1024,0.00098,12.37458,0,mup
20,0.9775999188423157,1024,0.00098,12.37458,0,mup
30,1.0164977610111237,1024,0.00098,12.37458,0,mup
40,0.9179572463035583,1024,0.00098,12.37458,0,mup
50,0.8465107083320618,1024,0.00098,12.37458,0,mup
60,0.6897797584533691,1024,0.00098,12.37458,0,mup
70,0.541661873459816,1024,0.00098,12.37458,0,mup
80,0.47594694793224335,1024,0.00098,12.37458,0,mup
90,0.36694706976413727,1024,0.00098,12.37458,0,mup
100,0.28527282178401947,1024,0.00098,12.37458,0,mup
110,0.25318998098373413,1024,0.00098,12.37458,0,mup
120,0.20288392156362534,1024,0.00098,12.37458,0,mup
130,0.16707361489534378,1024,0.00098,12.37458,0,mup
140,0.15589766576886177,1024,0.00098,12.37458,0,mup
150,0.1454879567027092,1024,0.00098,12.37458,0,mup
160,0.12563439086079597,1024,0.00098,12.37458,0,mup
170,0.11740708351135254,1024,0.00098,12.37458,0,mup
180,0.10357385873794556,1024,0.00098,12.37458,0,mup
190,0.0936359278857708,1024,0.00098,12.37458,0,mup
200,0.08955669030547142,1024,0.00098,12.37458,0,mup
210,0.0837878230959177,1024,0.00098,12.37458,0,mup
220,0.079286377876997,1024,0.00098,12.37458,0,mup
230,0.07737938314676285,1024,0.00098,12.37458,0,mup
240,0.0747457891702652,1024,0.00098,12.37458,0,mup
250,0.0749992523342371,1024,0.00098,12.37458,0,mup
260,0.07816886343061924,1024,0.00098,12.37458,0,mup
270,0.07630176097154617,1024,0.00098,12.37458,0,mup
280,0.07932737655937672,1024,0.00098,12.37458,0,mup
290,0.07329714484512806,1024,0.00098,12.37458,0,mup
300,0.06982922181487083,1024,0.00098,12.37458,0,mup
310,0.06768746674060822,1024,0.00098,12.37458,0,mup
320,0.06690731272101402,1024,0.00098,12.37458,0,mup
330,0.0654748622328043,1024,0.00098,12.37458,0,mup
340,0.06414423510432243,1024,0.00098,12.37458,0,mup
350,0.06348386406898499,1024,0.00098,12.37458,0,mup
360,0.062349770218133926,1024,0.00098,12.37458,0,mup
370,0.06153595447540283,1024,0.00098,12.37458,0,mup
380,0.06186317279934883,1024,0.00098,12.37458,0,mup
390,0.06475090608000755,1024,0.00098,12.37458,0,mup
400,0.06822435557842255,1024,0.00098,12.37458,0,mup
410,0.06312432512640953,1024,0.00098,12.37458,0,mup
420,0.06143881380558014,1024,0.00098,12.37458,0,mup
430,0.05939810536801815,1024,0.00098,12.37458,0,mup
440,0.058557093143463135,1024,0.00098,12.37458,0,mup
450,0.05735490471124649,1024,0.00098,12.37458,0,mup
460,0.056259412318468094,1024,0.00098,12.37458,0,mup
470,0.05575437471270561,1024,0.00098,12.37458,0,mup
480,0.0547027587890625,1024,0.00098,12.37458,0,mup
490,0.05402332730591297,1024,0.00098,12.37458,0,mup
500,0.05446930602192879,1024,0.00098,12.37458,0,mup
510,0.05820051580667496,1024,0.00098,12.37458,0,mup
520,0.05682636983692646,1024,0.00098,12.37458,0,mup
530,0.05449435114860535,1024,0.00098,12.37458,0,mup
540,0.052641525864601135,1024,0.00098,12.37458,0,mup
550,0.051320722326636314,1024,0.00098,12.37458,0,mup
560,0.05083159916102886,1024,0.00098,12.37458,0,mup
570,0.04991259053349495,1024,0.00098,12.37458,0,mup
580,0.04896808974444866,1024,0.00098,12.37458,0,mup
590,0.04854530096054077,1024,0.00098,12.37458,0,mup
600,0.048156291246414185,1024,0.00098,12.37458,0,mup
610,0.05311276204884052,1024,0.00098,12.37458,0,mup
620,0.056115008890628815,1024,0.00098,12.37458,0,mup
630,0.04981619864702225,1024,0.00098,12.37458,0,mup
640,0.04715291038155556,1024,0.00098,12.37458,0,mup
650,0.04705498181283474,1024,0.00098,12.37458,0,mup
660,0.04603365529328585,1024,0.00098,12.37458,0,mup
670,0.04514912981539965,1024,0.00098,12.37458,0,mup
680,0.044581906870007515,1024,0.00098,12.37458,0,mup
690,0.04377422109246254,1024,0.00098,12.37458,0,mup
700,0.04308271128684282,1024,0.00098,12.37458,0,mup
710,0.04300485737621784,1024,0.00098,12.37458,0,mup
720,0.04801481030881405,1024,0.00098,12.37458,0,mup
730,0.048330847173929214,1024,0.00098,12.37458,0,mup
740,0.04458728805184364,1024,0.00098,12.37458,0,mup
750,24.76274013519287,1024,0.00098,12.37458,0,mup
760,0.5845054686069489,1024,0.00098,12.37458,0,mup
770,0.32631126791238785,1024,0.00098,12.37458,0,mup
780,0.3467477336525917,1024,0.00098,12.37458,0,mup
790,0.3660346046090126,1024,0.00098,12.37458,0,mup
800,0.37662018835544586,1024,0.00098,12.37458,0,mup
810,0.34352539479732513,1024,0.00098,12.37458,0,mup
820,0.2890317142009735,1024,0.00098,12.37458,0,mup
830,0.2602977901697159,1024,0.00098,12.37458,0,mup
840,0.20622919499874115,1024,0.00098,12.37458,0,mup
850,0.16199228167533875,1024,0.00098,12.37458,0,mup
860,0.14382804930210114,1024,0.00098,12.37458,0,mup
870,0.11463376879692078,1024,0.00098,12.37458,0,mup
880,0.09311780333518982,1024,0.00098,12.37458,0,mup
890,0.08469363301992416,1024,0.00098,12.37458,0,mup
900,0.07286651059985161,1024,0.00098,12.37458,0,mup
910,0.08090231940150261,1024,0.00098,12.37458,0,mup
920,0.07072124630212784,1024,0.00098,12.37458,0,mup
930,0.05975671112537384,1024,0.00098,12.37458,0,mup
940,0.04926243983209133,1024,0.00098,12.37458,0,mup
950,0.04823892563581467,1024,0.00098,12.37458,0,mup
960,0.04349746182560921,1024,0.00098,12.37458,0,mup
970,0.040348587557673454,1024,0.00098,12.37458,0,mup
980,0.039265346713364124,1024,0.00098,12.37458,0,mup
990,0.03696565143764019,1024,0.00098,12.37458,0,mup
1000,0.03513376135379076,1024,0.00098,12.37458,0,mup
1010,0.03433277830481529,1024,0.00098,12.37458,0,mup
1020,0.033078454434871674,1024,0.00098,12.37458,0,mup
1030,0.03300456516444683,1024,0.00098,12.37458,0,mup
1040,0.03392994962632656,1024,0.00098,12.37458,0,mup
1050,0.035242315381765366,1024,0.00098,12.37458,0,mup
1060,0.03188991732895374,1024,0.00098,12.37458,0,mup
1070,0.03168285358697176,1024,0.00098,12.37458,0,mup
1080,0.0302379559725523,1024,0.00098,12.37458,0,mup
1090,0.029390394687652588,1024,0.00098,12.37458,0,mup
1100,0.02913115918636322,1024,0.00098,12.37458,0,mup
1110,0.028543034568428993,1024,0.00098,12.37458,0,mup
1120,0.028261983767151833,1024,0.00098,12.37458,0,mup
1130,0.028194017708301544,1024,0.00098,12.37458,0,mup
1140,0.02829061634838581,1024,0.00098,12.37458,0,mup
1150,0.030108950100839138,1024,0.00098,12.37458,0,mup
1160,0.032022968865931034,1024,0.00098,12.37458,0,mup
1170,0.03158982563763857,1024,0.00098,12.37458,0,mup
1180,0.02914472669363022,1024,0.00098,12.37458,0,mup
1190,0.02785294409841299,1024,0.00098,12.37458,0,mup
1200,0.027426928281784058,1024,0.00098,12.37458,0,mup
1210,0.02735893428325653,1024,0.00098,12.37458,0,mup
1220,0.02748034056276083,1024,0.00098,12.37458,0,mup
1230,0.02755008637905121,1024,0.00098,12.37458,0,mup
1240,0.02758541889488697,1024,0.00098,12.37458,0,mup
1250,0.027604839764535427,1024,0.00098,12.37458,0,mup
1260,0.027863935567438602,1024,0.00098,12.37458,0,mup
1270,0.03086213953793049,1024,0.00098,12.37458,0,mup
1280,0.032617226243019104,1024,0.00098,12.37458,0,mup
1290,0.0283117750659585,1024,0.00098,12.37458,0,mup
1300,0.026594127528369427,1024,0.00098,12.37458,0,mup
1310,0.02607734687626362,1024,0.00098,12.37458,0,mup
1320,0.026051463559269905,1024,0.00098,12.37458,0,mup
1330,0.02637568674981594,1024,0.00098,12.37458,0,mup
1340,0.02649802342057228,1024,0.00098,12.37458,0,mup
1350,0.02668558806180954,1024,0.00098,12.37458,0,mup
1360,0.026674563065171242,1024,0.00098,12.37458,0,mup
1370,0.026643069460988045,1024,0.00098,12.37458,0,mup
1380,0.02751246001571417,1024,0.00098,12.37458,0,mup
1390,0.03283449076116085,1024,0.00098,12.37458,0,mup
1400,0.029680701903998852,1024,0.00098,12.37458,0,mup
1410,0.025501325726509094,1024,0.00098,12.37458,0,mup
1420,0.024511844851076603,1024,0.00098,12.37458,0,mup
1430,0.024516334757208824,1024,0.00098,12.37458,0,mup
1440,24.669296264648438,1024,0.00098,12.37458,0,mup
1450,4.9622050523757935,1024,0.00098,12.37458,0,mup
1460,3.448812961578369,1024,0.00098,12.37458,0,mup
1470,1.334716022014618,1024,0.00098,12.37458,0,mup
1480,1.357268214225769,1024,0.00098,12.37458,0,mup
1490,1.3597497045993805,1024,0.00098,12.37458,0,mup
1500,1.214780867099762,1024,0.00098,12.37458,0,mup
1510,0.9434872269630432,1024,0.00098,12.37458,0,mup
1520,0.8015652894973755,1024,0.00098,12.37458,0,mup
1530,0.5514931082725525,1024,0.00098,12.37458,0,mup
1540,0.3643736019730568,1024,0.00098,12.37458,0,mup
1550,0.2944319620728493,1024,0.00098,12.37458,0,mup
1560,0.19429881870746613,1024,0.00098,12.37458,0,mup
1570,0.1315283551812172,1024,0.00098,12.37458,0,mup
1580,0.10972264409065247,1024,0.00098,12.37458,0,mup
1590,0.07882089167833328,1024,0.00098,12.37458,0,mup
1600,0.05910713039338589,1024,0.00098,12.37458,0,mup
1610,0.052001047879457474,1024,0.00098,12.37458,0,mup
1620,0.04167509078979492,1024,0.00098,12.37458,0,mup
1630,0.0383005253970623,1024,0.00098,12.37458,0,mup
1640,0.03778197057545185,1024,0.00098,12.37458,0,mup
1650,0.03393208980560303,1024,0.00098,12.37458,0,mup
1660,0.02697469387203455,1024,0.00098,12.37458,0,mup
1670,0.024670793674886227,1024,0.00098,12.37458,0,mup
1680,0.02349548041820526,1024,0.00098,12.37458,0,mup
