step,loss,width,lr,wd,seed,param_type
0,10.299108982086182,2048,0.00781,0.76952,0,mup
10,8.645090103149414,2048,0.00781,0.76952,0,mup
20,9.275545120239258,2048,0.00781,0.76952,0,mup
30,8.00892949104309,2048,0.00781,0.76952,0,mup
40,8.605223894119263,2048,0.00781,0.76952,0,mup
50,8.308573722839355,2048,0.00781,0.76952,0,mup
60,8.562658309936523,2048,0.00781,0.76952,0,mup
70,8.179962158203125,2048,0.00781,0.76952,0,mup
80,7.952815532684326,2048,0.00781,0.76952,0,mup
90,7.973103046417236,2048,0.00781,0.76952,0,mup
100,8.462167024612427,2048,0.00781,0.76952,0,mup
110,7.911220550537109,2048,0.00781,0.76952,0,mup
120,7.83647346496582,2048,0.00781,0.76952,0,mup
130,7.925632953643799,2048,0.00781,0.76952,0,mup
140,8.086632013320923,2048,0.00781,0.76952,0,mup
150,7.728164434432983,2048,0.00781,0.76952,0,mup
160,8.002867698669434,2048,0.00781,0.76952,0,mup
170,7.856733083724976,2048,0.00781,0.76952,0,mup
180,7.739275932312012,2048,0.00781,0.76952,0,mup
190,8.236919403076172,2048,0.00781,0.76952,0,mup
200,7.717443466186523,2048,0.00781,0.76952,0,mup
210,7.495462417602539,2048,0.00781,0.76952,0,mup
220,7.378704071044922,2048,0.00781,0.76952,0,mup
230,7.580001354217529,2048,0.00781,0.76952,0,mup
240,7.074753999710083,2048,0.00781,0.76952,0,mup
250,7.152847766876221,2048,0.00781,0.76952,0,mup
260,7.176293849945068,2048,0.00781,0.76952,0,mup
270,7.143759727478027,2048,0.00781,0.76952,0,mup
280,7.883738994598389,2048,0.00781,0.76952,0,mup
290,6.932086944580078,2048,0.00781,0.76952,0,mup
300,7.359163284301758,2048,0.00781,0.76952,0,mup
310,7.287952423095703,2048,0.00781,0.76952,0,mup
320,7.643423080444336,2048,0.00781,0.76952,0,mup
330,6.73797082901001,2048,0.00781,0.76952,0,mup
340,7.515811443328857,2048,0.00781,0.76952,0,mup
350,7.202470779418945,2048,0.00781,0.76952,0,mup
360,7.433890342712402,2048,0.00781,0.76952,0,mup
370,7.192045211791992,2048,0.00781,0.76952,0,mup
380,7.240569591522217,2048,0.00781,0.76952,0,mup
390,6.948949098587036,2048,0.00781,0.76952,0,mup
400,7.21717643737793,2048,0.00781,0.76952,0,mup
410,6.814281463623047,2048,0.00781,0.76952,0,mup
420,7.1840901374816895,2048,0.00781,0.76952,0,mup
430,6.914275646209717,2048,0.00781,0.76952,0,mup
440,7.138786554336548,2048,0.00781,0.76952,0,mup
450,6.73592734336853,2048,0.00781,0.76952,0,mup
460,6.8468756675720215,2048,0.00781,0.76952,0,mup
470,7.0769312381744385,2048,0.00781,0.76952,0,mup
480,6.870705842971802,2048,0.00781,0.76952,0,mup
490,6.992284297943115,2048,0.00781,0.76952,0,mup
500,6.88624119758606,2048,0.00781,0.76952,0,mup
510,6.737637519836426,2048,0.00781,0.76952,0,mup
520,6.890312433242798,2048,0.00781,0.76952,0,mup
530,6.73100209236145,2048,0.00781,0.76952,0,mup
540,6.785904407501221,2048,0.00781,0.76952,0,mup
550,6.999685049057007,2048,0.00781,0.76952,0,mup
560,7.023759841918945,2048,0.00781,0.76952,0,mup
570,6.709953546524048,2048,0.00781,0.76952,0,mup
580,6.530395746231079,2048,0.00781,0.76952,0,mup
590,6.669750452041626,2048,0.00781,0.76952,0,mup
600,6.755064010620117,2048,0.00781,0.76952,0,mup
610,6.894824981689453,2048,0.00781,0.76952,0,mup
620,7.083226203918457,2048,0.00781,0.76952,0,mup
630,6.477763652801514,2048,0.00781,0.76952,0,mup
640,7.2852044105529785,2048,0.00781,0.76952,0,mup
650,7.016878366470337,2048,0.00781,0.76952,0,mup
660,7.2081520557403564,2048,0.00781,0.76952,0,mup
670,7.332397699356079,2048,0.00781,0.76952,0,mup
680,6.807503700256348,2048,0.00781,0.76952,0,mup
690,6.9150238037109375,2048,0.00781,0.76952,0,mup
700,7.425551891326904,2048,0.00781,0.76952,0,mup
710,6.542273998260498,2048,0.00781,0.76952,0,mup
720,6.973304271697998,2048,0.00781,0.76952,0,mup
730,6.584229469299316,2048,0.00781,0.76952,0,mup
740,6.812641382217407,2048,0.00781,0.76952,0,mup
750,6.927643060684204,2048,0.00781,0.76952,0,mup
760,7.109981060028076,2048,0.00781,0.76952,0,mup
770,6.7422895431518555,2048,0.00781,0.76952,0,mup
780,6.472475051879883,2048,0.00781,0.76952,0,mup
790,7.001903057098389,2048,0.00781,0.76952,0,mup
800,6.923757076263428,2048,0.00781,0.76952,0,mup
810,6.498422384262085,2048,0.00781,0.76952,0,mup
820,6.6760053634643555,2048,0.00781,0.76952,0,mup
830,6.852372407913208,2048,0.00781,0.76952,0,mup
840,6.639643907546997,2048,0.00781,0.76952,0,mup
850,6.828711748123169,2048,0.00781,0.76952,0,mup
860,6.854947328567505,2048,0.00781,0.76952,0,mup
870,6.706239223480225,2048,0.00781,0.76952,0,mup
880,6.743705749511719,2048,0.00781,0.76952,0,mup
890,7.261332750320435,2048,0.00781,0.76952,0,mup
900,6.993370056152344,2048,0.00781,0.76952,0,mup
910,6.863554000854492,2048,0.00781,0.76952,0,mup
920,6.678339958190918,2048,0.00781,0.76952,0,mup
930,6.834883689880371,2048,0.00781,0.76952,0,mup
940,6.8879148960113525,2048,0.00781,0.76952,0,mup
950,6.940981864929199,2048,0.00781,0.76952,0,mup
960,6.852295160293579,2048,0.00781,0.76952,0,mup
970,6.971305847167969,2048,0.00781,0.76952,0,mup
980,6.443273305892944,2048,0.00781,0.76952,0,mup
990,6.581531524658203,2048,0.00781,0.76952,0,mup
1000,6.488056182861328,2048,0.00781,0.76952,0,mup
1010,6.620345592498779,2048,0.00781,0.76952,0,mup
1020,6.686418056488037,2048,0.00781,0.76952,0,mup
1030,6.734741449356079,2048,0.00781,0.76952,0,mup
1040,6.577399492263794,2048,0.00781,0.76952,0,mup
1050,7.049453973770142,2048,0.00781,0.76952,0,mup
1060,6.47718071937561,2048,0.00781,0.76952,0,mup
1070,6.593292474746704,2048,0.00781,0.76952,0,mup
1080,6.737598896026611,2048,0.00781,0.76952,0,mup
1090,6.768193244934082,2048,0.00781,0.76952,0,mup
1100,6.8233888149261475,2048,0.00781,0.76952,0,mup
1110,6.892761468887329,2048,0.00781,0.76952,0,mup
1120,6.8253014087677,2048,0.00781,0.76952,0,mup
1130,6.434117317199707,2048,0.00781,0.76952,0,mup
1140,6.644289493560791,2048,0.00781,0.76952,0,mup
1150,6.712984085083008,2048,0.00781,0.76952,0,mup
1160,6.807918548583984,2048,0.00781,0.76952,0,mup
1170,6.663143634796143,2048,0.00781,0.76952,0,mup
1180,6.603888988494873,2048,0.00781,0.76952,0,mup
1190,6.562751054763794,2048,0.00781,0.76952,0,mup
1200,7.0653076171875,2048,0.00781,0.76952,0,mup
1210,7.000623464584351,2048,0.00781,0.76952,0,mup
1220,6.7708375453948975,2048,0.00781,0.76952,0,mup
1230,6.970536231994629,2048,0.00781,0.76952,0,mup
1240,6.838825464248657,2048,0.00781,0.76952,0,mup
1250,6.903210639953613,2048,0.00781,0.76952,0,mup
1260,6.531919956207275,2048,0.00781,0.76952,0,mup
1270,6.893910884857178,2048,0.00781,0.76952,0,mup
1280,6.981006860733032,2048,0.00781,0.76952,0,mup
1290,6.910179376602173,2048,0.00781,0.76952,0,mup
1300,6.811845302581787,2048,0.00781,0.76952,0,mup
1310,7.0673604011535645,2048,0.00781,0.76952,0,mup
1320,6.66346549987793,2048,0.00781,0.76952,0,mup
1330,6.813764333724976,2048,0.00781,0.76952,0,mup
1340,6.974361419677734,2048,0.00781,0.76952,0,mup
1350,6.882244348526001,2048,0.00781,0.76952,0,mup
1360,6.792213678359985,2048,0.00781,0.76952,0,mup
1370,6.6249189376831055,2048,0.00781,0.76952,0,mup
1380,6.394819021224976,2048,0.00781,0.76952,0,mup
1390,7.117149353027344,2048,0.00781,0.76952,0,mup
1400,6.884162664413452,2048,0.00781,0.76952,0,mup
1410,6.562816143035889,2048,0.00781,0.76952,0,mup
1420,6.714434623718262,2048,0.00781,0.76952,0,mup
1430,6.873507499694824,2048,0.00781,0.76952,0,mup
1440,7.0725038051605225,2048,0.00781,0.76952,0,mup
1450,6.744821548461914,2048,0.00781,0.76952,0,mup
1460,6.7046427726745605,2048,0.00781,0.76952,0,mup
1470,7.31757116317749,2048,0.00781,0.76952,0,mup
1480,6.911723613739014,2048,0.00781,0.76952,0,mup
1490,6.791602849960327,2048,0.00781,0.76952,0,mup
1500,6.4356043338775635,2048,0.00781,0.76952,0,mup
1510,6.988853931427002,2048,0.00781,0.76952,0,mup
1520,6.640443563461304,2048,0.00781,0.76952,0,mup
1530,6.897459983825684,2048,0.00781,0.76952,0,mup
1540,6.874445915222168,2048,0.00781,0.76952,0,mup
1550,6.93184232711792,2048,0.00781,0.76952,0,mup
1560,6.598269939422607,2048,0.00781,0.76952,0,mup
1570,6.539744853973389,2048,0.00781,0.76952,0,mup
1580,6.90172004699707,2048,0.00781,0.76952,0,mup
1590,6.533178091049194,2048,0.00781,0.76952,0,mup
1600,6.791515588760376,2048,0.00781,0.76952,0,mup
1610,6.348461151123047,2048,0.00781,0.76952,0,mup
1620,6.932508945465088,2048,0.00781,0.76952,0,mup
1630,7.152423620223999,2048,0.00781,0.76952,0,mup
1640,6.543817520141602,2048,0.00781,0.76952,0,mup
1650,6.640939235687256,2048,0.00781,0.76952,0,mup
1660,6.36523175239563,2048,0.00781,0.76952,0,mup
1670,6.551028728485107,2048,0.00781,0.76952,0,mup
1680,6.558669090270996,2048,0.00781,0.76952,0,mup
1690,6.534956216812134,2048,0.00781,0.76952,0,mup
1700,6.811410427093506,2048,0.00781,0.76952,0,mup
1710,6.593593597412109,2048,0.00781,0.76952,0,mup
1720,6.681769609451294,2048,0.00781,0.76952,0,mup
1730,7.047730922698975,2048,0.00781,0.76952,0,mup
1740,7.001468896865845,2048,0.00781,0.76952,0,mup
1750,6.948900461196899,2048,0.00781,0.76952,0,mup
1760,7.316226482391357,2048,0.00781,0.76952,0,mup
1770,6.508751392364502,2048,0.00781,0.76952,0,mup
1780,6.93036961555481,2048,0.00781,0.76952,0,mup
