step,loss,width,lr,wd,seed,param_type
0,8.096433162689209,512,0.00098,25.13321,1,mup
10,9.429263591766357,512,0.00098,25.13321,1,mup
20,9.57826280593872,512,0.00098,25.13321,1,mup
30,9.563182353973389,512,0.00098,25.13321,1,mup
40,9.518146991729736,512,0.00098,25.13321,1,mup
50,9.459950923919678,512,0.00098,25.13321,1,mup
60,9.400693416595459,512,0.00098,25.13321,1,mup
70,9.355207443237305,512,0.00098,25.13321,1,mup
80,9.339988231658936,512,0.00098,25.13321,1,mup
90,9.32553505897522,512,0.00098,25.13321,1,mup
100,9.294791221618652,512,0.00098,25.13321,1,mup
110,9.28271770477295,512,0.00098,25.13321,1,mup
120,9.266999244689941,512,0.00098,25.13321,1,mup
130,9.255643844604492,512,0.00098,25.13321,1,mup
140,9.249520540237427,512,0.00098,25.13321,1,mup
150,9.23951768875122,512,0.00098,25.13321,1,mup
160,9.23799991607666,512,0.00098,25.13321,1,mup
170,9.236228942871094,512,0.00098,25.13321,1,mup
180,9.22761869430542,512,0.00098,25.13321,1,mup
190,9.21853494644165,512,0.00098,25.13321,1,mup
200,9.211468935012817,512,0.00098,25.13321,1,mup
210,9.206364870071411,512,0.00098,25.13321,1,mup
220,9.207432746887207,512,0.00098,25.13321,1,mup
230,9.208401203155518,512,0.00098,25.13321,1,mup
240,9.19822883605957,512,0.00098,25.13321,1,mup
250,9.195719718933105,512,0.00098,25.13321,1,mup
260,9.200124263763428,512,0.00098,25.13321,1,mup
270,9.19919228553772,512,0.00098,25.13321,1,mup
280,9.192626953125,512,0.00098,25.13321,1,mup
290,9.189006328582764,512,0.00098,25.13321,1,mup
300,9.181073427200317,512,0.00098,25.13321,1,mup
310,9.176730394363403,512,0.00098,25.13321,1,mup
320,9.177098751068115,512,0.00098,25.13321,1,mup
330,9.18710732460022,512,0.00098,25.13321,1,mup
340,9.181762218475342,512,0.00098,25.13321,1,mup
350,9.173694133758545,512,0.00098,25.13321,1,mup
360,9.169798135757446,512,0.00098,25.13321,1,mup
370,9.171764373779297,512,0.00098,25.13321,1,mup
380,9.17109203338623,512,0.00098,25.13321,1,mup
390,9.164079666137695,512,0.00098,25.13321,1,mup
400,9.155585289001465,512,0.00098,25.13321,1,mup
410,9.153694152832031,512,0.00098,25.13321,1,mup
420,9.15751576423645,512,0.00098,25.13321,1,mup
430,9.15834903717041,512,0.00098,25.13321,1,mup
440,9.151833772659302,512,0.00098,25.13321,1,mup
450,9.145561695098877,512,0.00098,25.13321,1,mup
460,9.149759531021118,512,0.00098,25.13321,1,mup
470,9.152848720550537,512,0.00098,25.13321,1,mup
480,9.141865253448486,512,0.00098,25.13321,1,mup
490,9.136952877044678,512,0.00098,25.13321,1,mup
500,9.135642528533936,512,0.00098,25.13321,1,mup
510,9.136438608169556,512,0.00098,25.13321,1,mup
520,9.133242845535278,512,0.00098,25.13321,1,mup
530,9.127551555633545,512,0.00098,25.13321,1,mup
540,9.125580310821533,512,0.00098,25.13321,1,mup
550,9.136066675186157,512,0.00098,25.13321,1,mup
560,9.132431030273438,512,0.00098,25.13321,1,mup
570,9.118228197097778,512,0.00098,25.13321,1,mup
580,9.107319831848145,512,0.00098,25.13321,1,mup
590,9.105388641357422,512,0.00098,25.13321,1,mup
600,9.120036363601685,512,0.00098,25.13321,1,mup
610,9.125658988952637,512,0.00098,25.13321,1,mup
620,9.102338075637817,512,0.00098,25.13321,1,mup
630,9.0904541015625,512,0.00098,25.13321,1,mup
640,9.089015007019043,512,0.00098,25.13321,1,mup
650,9.098190307617188,512,0.00098,25.13321,1,mup
660,9.149344682693481,512,0.00098,25.13321,1,mup
670,9.090027809143066,512,0.00098,25.13321,1,mup
680,9.082144260406494,512,0.00098,25.13321,1,mup
690,9.075317859649658,512,0.00098,25.13321,1,mup
700,9.088850498199463,512,0.00098,25.13321,1,mup
710,9.11876106262207,512,0.00098,25.13321,1,mup
720,9.081544160842896,512,0.00098,25.13321,1,mup
730,9.069233894348145,512,0.00098,25.13321,1,mup
740,9.06738567352295,512,0.00098,25.13321,1,mup
750,9.082765817642212,512,0.00098,25.13321,1,mup
760,9.096389293670654,512,0.00098,25.13321,1,mup
770,9.07474136352539,512,0.00098,25.13321,1,mup
780,9.061404705047607,512,0.00098,25.13321,1,mup
790,9.054687738418579,512,0.00098,25.13321,1,mup
800,9.055154800415039,512,0.00098,25.13321,1,mup
810,9.068236827850342,512,0.00098,25.13321,1,mup
820,9.06601095199585,512,0.00098,25.13321,1,mup
830,9.055546760559082,512,0.00098,25.13321,1,mup
840,9.047202587127686,512,0.00098,25.13321,1,mup
850,9.057725429534912,512,0.00098,25.13321,1,mup
860,9.067286968231201,512,0.00098,25.13321,1,mup
870,9.057966470718384,512,0.00098,25.13321,1,mup
880,9.049479961395264,512,0.00098,25.13321,1,mup
890,9.034786462783813,512,0.00098,25.13321,1,mup
