step,loss,width,lr,wd,seed,param_type
0,4.581830978393555,768,0.00098,16.99972,0,mup
10,5.0147048234939575,768,0.00098,16.99972,0,mup
20,5.595014333724976,768,0.00098,16.99972,0,mup
30,6.097564458847046,768,0.00098,16.99972,0,mup
40,6.226415634155273,768,0.00098,16.99972,0,mup
50,6.215600967407227,768,0.00098,16.99972,0,mup
60,6.137301921844482,768,0.00098,16.99972,0,mup
70,6.032087802886963,768,0.00098,16.99972,0,mup
80,5.9833914041519165,768,0.00098,16.99972,0,mup
90,6.023820877075195,768,0.00098,16.99972,0,mup
100,5.869372844696045,768,0.00098,16.99972,0,mup
110,5.871212482452393,768,0.00098,16.99972,0,mup
120,5.763643383979797,768,0.00098,16.99972,0,mup
130,5.6965155601501465,768,0.00098,16.99972,0,mup
140,5.664714574813843,768,0.00098,16.99972,0,mup
150,5.621063947677612,768,0.00098,16.99972,0,mup
160,5.584427118301392,768,0.00098,16.99972,0,mup
170,5.569490075111389,768,0.00098,16.99972,0,mup
180,5.5518035888671875,768,0.00098,16.99972,0,mup
190,5.584421753883362,768,0.00098,16.99972,0,mup
200,5.583990812301636,768,0.00098,16.99972,0,mup
210,5.530483245849609,768,0.00098,16.99972,0,mup
220,5.501518964767456,768,0.00098,16.99972,0,mup
230,5.492179870605469,768,0.00098,16.99972,0,mup
240,5.477118015289307,768,0.00098,16.99972,0,mup
250,5.469477295875549,768,0.00098,16.99972,0,mup
260,5.473331451416016,768,0.00098,16.99972,0,mup
270,5.515150308609009,768,0.00098,16.99972,0,mup
280,5.483360767364502,768,0.00098,16.99972,0,mup
290,5.458950161933899,768,0.00098,16.99972,0,mup
300,5.442591190338135,768,0.00098,16.99972,0,mup
310,5.4301300048828125,768,0.00098,16.99972,0,mup
320,5.423672318458557,768,0.00098,16.99972,0,mup
330,5.415812015533447,768,0.00098,16.99972,0,mup
340,5.454378247261047,768,0.00098,16.99972,0,mup
350,5.530378103256226,768,0.00098,16.99972,0,mup
360,5.443809628486633,768,0.00098,16.99972,0,mup
370,5.412071943283081,768,0.00098,16.99972,0,mup
380,5.405314207077026,768,0.00098,16.99972,0,mup
390,5.390022039413452,768,0.00098,16.99972,0,mup
400,5.377977132797241,768,0.00098,16.99972,0,mup
410,5.372853755950928,768,0.00098,16.99972,0,mup
420,5.374318599700928,768,0.00098,16.99972,0,mup
430,5.457069039344788,768,0.00098,16.99972,0,mup
440,5.463901519775391,768,0.00098,16.99972,0,mup
450,5.378113031387329,768,0.00098,16.99972,0,mup
460,5.357488632202148,768,0.00098,16.99972,0,mup
470,5.346521615982056,768,0.00098,16.99972,0,mup
480,5.335503101348877,768,0.00098,16.99972,0,mup
490,5.325602173805237,768,0.00098,16.99972,0,mup
500,5.321728348731995,768,0.00098,16.99972,0,mup
510,5.340338230133057,768,0.00098,16.99972,0,mup
520,5.453865051269531,768,0.00098,16.99972,0,mup
530,5.3628469705581665,768,0.00098,16.99972,0,mup
540,5.318203926086426,768,0.00098,16.99972,0,mup
550,5.3038541078567505,768,0.00098,16.99972,0,mup
560,5.296882152557373,768,0.00098,16.99972,0,mup
570,5.284988522529602,768,0.00098,16.99972,0,mup
580,5.274729251861572,768,0.00098,16.99972,0,mup
590,5.272794485092163,768,0.00098,16.99972,0,mup
600,5.326807022094727,768,0.00098,16.99972,0,mup
610,5.361160039901733,768,0.00098,16.99972,0,mup
620,5.299103379249573,768,0.00098,16.99972,0,mup
630,5.27215576171875,768,0.00098,16.99972,0,mup
640,5.252680063247681,768,0.00098,16.99972,0,mup
650,5.2473413944244385,768,0.00098,16.99972,0,mup
660,5.235240697860718,768,0.00098,16.99972,0,mup
670,5.227022409439087,768,0.00098,16.99972,0,mup
680,5.236635804176331,768,0.00098,16.99972,0,mup
690,5.2977519035339355,768,0.00098,16.99972,0,mup
700,5.268858432769775,768,0.00098,16.99972,0,mup
710,5.230373024940491,768,0.00098,16.99972,0,mup
720,5.210035800933838,768,0.00098,16.99972,0,mup
730,5.1972692012786865,768,0.00098,16.99972,0,mup
740,5.1915847063064575,768,0.00098,16.99972,0,mup
750,5.180576920509338,768,0.00098,16.99972,0,mup
760,5.19062876701355,768,0.00098,16.99972,0,mup
770,5.239211082458496,768,0.00098,16.99972,0,mup
780,5.2553322315216064,768,0.00098,16.99972,0,mup
790,5.182160139083862,768,0.00098,16.99972,0,mup
800,5.170963883399963,768,0.00098,16.99972,0,mup
810,5.155789017677307,768,0.00098,16.99972,0,mup
820,5.144488334655762,768,0.00098,16.99972,0,mup
830,5.139404296875,768,0.00098,16.99972,0,mup
840,5.140505433082581,768,0.00098,16.99972,0,mup
850,5.229781866073608,768,0.00098,16.99972,0,mup
